Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.1765808468598888,-0.11577030029613297,1.5441912319253237,0.021300034180622755
SD,-0.8567653209806905,-0.173453293194286,0.8823437741512449,0.04790453516054897
CV,-4.619567620046609,-1.325990069712745,0.28667957034921643,0.02754692693645139
