Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.6725285153518534,-0.38573626445010994,3.1050057168408687,0.3162151202275532
SD,-1.1282483884009273,-0.5110813902152269,1.5327956611775964,0.5672361071515423
CV,-0.05803447191296352,-0.03861335519423846,0.0049544723206979115,0.0032603535442351263
