Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.2136830236646854,-1.0816429053177807,1.668397333653093,1.5710218067959738
SD,-0.8643198065511092,-0.2684723821495936,0.8850806687645537,0.1687851631289405
CV,-0.04296523407983355,0.027088235077862004,0.0021361022123007364,0.0011044310597994916
