Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.33654744075729653,-0.008589718296414972,0.12887353757858394,0.0002055272517577308
SD,-0.26825702728514783,-0.018116290329256244,0.08407428709025469,0.0008719427008209662
CV,-1.4420135040401476,-0.15221473823064974,0.022917466032519963,0.0005958110075747737
