Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.18794534457998413,-0.03514155592468384,0.04079137467580355,0.0018387849536286715
SD,-0.265209655230815,-0.034998679196035075,0.08659650296161567,0.004982908569715262
CV,-3.546497913301918,-0.4397674089788739,0.145231504680249,0.009953252762063788
