Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.5437713387647085,-0.39632340339439853,0.33588087355204393,0.18609342994212708
SD,-0.6732374783566024,-0.030864349901515764,0.5940702739765545,0.03166159682011584
CV,-9.323547169981602,1.3289958020875836,1.0969506627270442,0.06981693868572976
