Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.6866551377675678,-0.31239797576976314,0.5229842225144637,0.11919695901283037
SD,-0.7784536563589441,-0.3858202865027214,0.7946242834978247,0.187127400086265
CV,-10.817690467557886,-5.111204263222104,1.496153711157359,0.3135833674538262
