Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.3301684787175622,-0.12693645567366313,0.12537317294535363,0.02149719101674641
SD,-0.44090495345767844,-0.12273229656638138,0.24632078273325972,0.023971787904314118
CV,-5.973389897297401,-1.5472644592195777,0.4282206329593743,0.042057820458161206
