Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.42631121396340393,-0.03343473088545543,0.21254609312162212,0.006275715689827227
SD,-0.3429598457217642,-0.03195557834198037,0.1492177352773172,0.018852320194459236
CV,-0.05030525107633078,-0.0059979049393186394,0.003056300066298117,0.00047674099759141217
