Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.42631121396340393,-0.007158423356231716,0.21254609312162212,0.01421594400858272
SD,-0.3429598457217642,0.05934397637305855,0.1492177352773172,0.027584799798079037
CV,-5.0305251076330775,0.8201256448208566,0.30563000662981166,0.05124749045166329
