Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.10163717274337301,-0.006278064486252475,0.011693662498013901,0.00022429940224723388
SD,-0.11187527132883605,-0.008710696767739572,0.014373314318349697,0.0006178884451253028
CV,-1.6797069002117546,-0.13948110512047332,0.03134811566913308,0.0017890719123492304
