Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.42631121396340393,-0.35746704151568925,0.21254609312162212,0.21189841770916495
SD,-0.3429598457217642,0.29694523922026983,0.1492177352773172,0.15465369900273832
CV,-5.0305251076330775,6.915160293663473,0.30563000662981166,0.83528261451328
