Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.17929119113411573,0.005835828682203011,0.0365985573516203,0.001395316379747026
SD,-0.17790470449815546,0.02616359153501802,0.0366607531850729,0.013852676782968401
CV,-2.6462385762850396,0.3173487536039371,0.07798917959462075,0.023061355779860272
