Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.4281205923372777,-0.9527118091897635,2.064289603310989,0.956086537013111
SD,-1.0068224707158977,-0.33744669478913725,1.058148824599858,0.14682736787958153
CV,-6.920740624078614,-0.11546495598437993,0.5253326923669384,0.04663730080968897
