Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.5558186011098963,-0.0846807542978673,0.31306471836153843,0.008269029503953697
SD,-0.46950351145126223,-0.10475897312697054,0.2286410239739696,0.013196735647918184
CV,-3.3462346858511336,-0.8738668527960606,0.11901775731142607,0.009358616193540519
