Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.4281205923372777,-1.7534213832054661,2.064289603310989,3.1510130365290028
SD,-1.0068224707158977,0.15628257899305745,1.058148824599858,0.11308218193880838
CV,-6.920740624078614,10.885219123564752,0.5253326923669384,1.2980745191798126
