Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.22784467218323795,-0.07970435923717065,0.05922445341074733,0.01716438375590348
SD,-0.212641718067399,-0.013199115604717284,0.06071915148066646,0.013861576269596497
CV,-1.6168346620050689,-0.006716871436309838,0.040492921036854646,0.010543629578069242
