Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.1516947838187261,-2.0800256243225395,1.4883467870213967,5.045484214069931
SD,-0.8151665299110936,1.0575595610030575,0.7930220871688305,1.8582153589926296
CV,-0.06006010642848232,0.1818088652218733,0.004963869013802849,0.0383510458137108
