Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.4743181606344045,-0.014575614079467059,0.24506109725024278,0.0007059346501465401
SD,-0.42358256200199423,-0.009430906084558899,0.20040487430498458,0.001625813385889074
CV,-3.5332632983312027,-0.020219214366573035,0.14722349695760117,0.0019118435008789623
