Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.4743181606344045,-0.03034540840643185,0.24506109725024278,0.00179606015514337
SD,-0.42358256200199423,-0.007056453685883479,0.20040487430498458,0.0011196478346582315
CV,-3.5332632983312027,-0.010939237882012232,0.14722349695760117,0.00146515512224946
