Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.3638916240061143,-0.7266145647051792,2.020949477585537,0.7362668891518969
SD,-1.019757071063128,-0.4771377060067886,1.1913416698807198,0.38802978288402756
CV,-0.05428325475796605,-0.019967361649989114,0.004169128615096079,0.0014471680599076231
