Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.6593365862037528,-0.08713976801889946,0.455769224762941,0.012001878135132
SD,-0.5231764257872608,-0.11983213663025503,0.3036828378701216,0.028148724087300323
CV,-3.0314944542081808,-0.9608830513632243,0.12270837075312863,0.021950694903629022
