Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.35338193307994076,-0.02917858822941047,0.13073338239873789,0.001266452260789663
SD,-0.2966044348362794,-0.04949708024970874,0.09780657450015583,0.004336242109943707
CV,-1.7597168574638624,-0.4260310056105893,0.04180036769587274,0.004070684004276269
