Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.35338193307994076,-0.0325853228426602,0.13073338239873789,0.0018601033772865845
SD,-0.2966044348362794,-0.049100749789686995,0.09780657450015583,0.005149216974258816
CV,-1.7597168574638624,-0.40651205510661886,0.04180036769587274,0.004476478758723429
