Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.35338193307994076,-0.11921336298000006,0.13073338239873789,0.021143546545654566
SD,-0.2966044348362794,-0.08157116960024517,0.09780657450015583,0.012660264430892486
CV,-1.7597168574638624,-0.3944072583111486,0.04180036769587274,0.008010035357981943
