Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.7018680137703,-1.2104161958452704,3.0454039364797834,1.6863331148531204
SD,-1.1372801940790613,-0.5270736958795117,1.4322552103348847,0.39426471802198293
CV,-5.993823884544241,-0.3645886133526638,0.5082114937082054,0.12483998194361182
