Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.3638916240061143,-1.6294560119815247,2.020949477585537,3.16117673360176
SD,-1.019757071063128,-0.19893800411904083,1.1913416698807198,0.2484109283497404
CV,-0.05428325475796605,0.058784138323755106,0.004169128615096079,0.0055381238670642275
