Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.3679271061322504,-1.9207255575073323,2.0350822289344306,4.029317736263234
SD,-1.0033862497257224,0.16073485575475957,1.0989980686369765,0.18792837815688482
CV,-7.376351671085731,12.958566935278185,0.6386180392153068,1.8651559990266755
