Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.48748619765505624,-0.046651368225708166,0.25259044370032785,0.0035440047523094677
SD,-0.44826409397378764,-0.0711516382921972,0.21491618177446786,0.008901358901754256
CV,-3.8213476017376617,-0.7123648106608564,0.16219897379865347,0.009756253993080685
