Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.48748619765505624,-0.3750262210265063,0.25259044370032785,0.15790877133137335
SD,-0.44826409397378764,-0.10865544018186925,0.21491618177446786,0.022297952756942095
CV,-3.8213476017376617,0.19252639284157833,0.16219897379865347,0.015309234905795334
