Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.8834375829778818,-0.41299278169440923,0.8331805366444158,0.20203788129501293
SD,-0.7359014722523115,-0.24619506990115533,0.5783897624197326,0.0852302011535269
CV,-6.203580883676982,-1.4216711244319726,0.4240595172718362,0.047812141019594655
