Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.26624741389299106,-0.0813563863835191,0.07519517682001847,0.008514358516334026
SD,-0.25933124822361375,-0.06544868837785163,0.07212541422869902,0.006301270086499316
CV,-2.220941281419105,-0.4881366869088133,0.055227722929036244,0.004802666475568619
