Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-1.2346556652381313,-0.3953339401233903,1.633484742805268,0.19890366727513362
SD,-0.9504140777956422,-0.30260518612244874,0.9666102060102219,0.12913349310730807
CV,-0.07937514126800786,-0.022785514023646328,0.006931805784335717,0.000980257211055939
