Metric,Bias Before Imputation,Bias After Imputation,MSE Before Imputation,MSE After Imputation
Mean,-0.26624741389299106,-0.014238571955499213,0.07519517682001847,0.00027867201706502126
SD,-0.25933124822361375,-0.026387153668707718,0.07212541422869902,0.0010728660522507456
CV,-2.220941281419105,-0.27614975776468426,0.055227722929036244,0.001240762761706852
